11,1,33,444,5555,עודד הפטיש
11,2,33,444,5555,66666
11,3,33,444,5555,66666
11,4,33,444,5555,66666
11,5,33,444,5555,66666
11,6,33,444,5555,66666
11,7,33,444,5555,66666
,8,,,,
11,9,33,444,5555,66666
11,10,33,444,5555,66666
11,11,33,444,5555,66666
11,12,33,444,5555,66666
11,13,33,444,5555,עודד הפטיש
11,14,33,444,5555,66666
11,15,33,444,5555,66666
11,16,33,444,5555,66666
11,17,33,444,5555,66666
11,18,33,444,5555,66666
11,19,33,444,5555,66666
,20,,,,
11,21,33,444,5555,66666
11,22,33,444,5555,66666
11,23,33,444,5555,66666
11,24,33,444,5555,66666
11,25,33,444,5555,עודד הפטיש
11,26,33,444,5555,66666
11,27,33,444,5555,66666
11,28,33,444,5555,66666
11,29,33,444,5555,66666
11,30,33,444,5555,66666
11,31,33,444,5555,66666
,32,,,,
11,33,33,444,5555,66666
11,34,33,444,5555,66666
11,35,33,444,5555,66666
11,36,33,444,5555,66666
11,37,33,444,5555,עודד הפטיש
11,38,33,444,5555,66666
11,39,33,444,5555,66666
11,40,33,444,5555,66666
11,41,33,444,5555,66666
11,42,33,444,5555,66666
11,43,33,444,5555,66666
,44,,,,
11,45,33,444,5555,66666
11,46,33,444,5555,66666
11,47,33,444,5555,66666
11,48,33,444,5555,66666
